Customer ID,Year,Quarter,Survey Date,Response Date,How likely are you to recommend insider to a friend or colleague ,How would you rate the value you gain from our company,How frequently are you using our platform,Please rate the overall quality of our products,Please rate the usability of the panel,Please rate your understanding of our reporting capabilities in the panel
CRM-205900,2022,1,2022-01-01,2022-03-21,8,4,Once a Week,4,5,I don't use it often
CRM-185300,2022,1,2022-01-01,2022-03-01,5,3,Once a Day,4,4,I tried but could not find everything I need
CRM-185300,2022,1,2022-01-01,2022-03-21,5,3,Once a Day,4,4,I tried but could not find everything I need
CRM-185300,2022,2,2022-04-01,2022-05-26,10,5,Once a Week,5,5,I tried but could not find everything I need
CRM-185300,2022,1,2022-01-01,2022-03-01,10,5,Once a Week,5,5,I am able to report everything easily
CRM-185300,2022,1,2022-01-01,2022-03-21,10,5,Once a Week,5,5,I am able to report everything easily
CRM-185300,2022,2,2022-04-01,2022-06-03,8,3,Once a Month,4,4,I need someone from Insider team to provide me the report from the panel
CRM-1510400,2022,3,2022-07-01,2022-09-22,9,4,Once a Week,5,5,I am able to report everything easily
CRM-1510400,2022,3,2022-07-01,2022-09-22,10,5,Once a Day,5,5,I need someone from Insider team to provide me the report from the panel
CRM-1510400,2022,3,2022-07-01,2022-08-23,10,5,Once a Day,5,4,I need someone from Insider team to provide me the report from the panel
CRM-1510400,2022,3,2022-07-01,2022-09-08,10,5,Once a Week,5,5,I am able to report everything easily
CRM-782950,2022,1,2022-01-01,2022-03-01,7,4,Once a Week,4,4,I need someone from Insider team to provide me the report from the panel
CRM-782950,2022,1,2022-01-01,2022-03-21,7,4,Once a Week,4,4,I need someone from Insider team to provide me the report from the panel
CRM-1481950,2022,1,2022-01-01,2022-03-01,9,5,Once a Day,5,5,I am able to report everything easily
CRM-1481950,2022,1,2022-01-01,2022-03-21,9,5,Once a Day,5,5,I am able to report everything easily
CRM-1481950,2022,2,2022-04-01,2022-06-21,10,5,Once a Week,4,5,I am able to report everything easily
CRM-1481950,2022,2,2022-04-01,2022-05-09,10,4,Once a Day,5,4,I am able to report everything easily
CRM-1476350,2022,3,2022-07-01,2022-09-26,8,4,Once a Day,4,5,I am able to report everything easily
CRM-557000,2022,1,2022-01-01,2022-03-29,9,4,Once a Week,4,4,I don't use it often
CRM-557000,2022,3,2022-07-01,2022-09-20,10,5,Once a Week,5,5,I am able to report everything easily
CRM-1507950,2022,3,2022-07-01,2022-09-27,7,3,Once a Week,4,4,I tried but could not find everything I need
CRM-1507950,2022,3,2022-07-01,2022-09-23,8,5,Once a Day,5,5,I need someone from Insider team to provide me the report from the panel
CRM-1466600,2022,2,2022-04-01,2022-06-22,9,5,Once a Day,4,4,I am able to report everything easily
CRM-1466600,2022,1,2022-01-01,2022-03-21,10,5,Once a Week,5,5,I am able to report everything easily
CRM-1466600,2022,2,2022-04-01,2022-06-07,10,5,Once a Week,5,5,I need someone from Insider team to provide me the report from the panel
CRM-1466600,2022,3,2022-07-01,2022-08-24,10,5,Once a Week,5,5,I tried but could not find everything I need
CRM-1466600,2022,1,2022-01-01,2022-03-01,10,5,Once a Week,5,5,I am able to report everything easily
CRM-1525900,2022,3,2022-07-01,2022-08-22,8,5,Once a Day,4,5,"I can pull all the numbers, but don't understand them"
CRM-1525900,2022,2,2022-04-01,2022-06-08,10,4,Once a Day,4,4,I am able to report everything easily
CRM-1525900,2022,3,2022-07-01,2022-07-06,10,4,Once a Day,3,4,I tried but could not find everything I need
CRM-1450450,2022,1,2022-01-01,2022-02-01,10,5,Once a Day,5,4,I am able to report everything easily
CRM-1450450,2022,3,2022-07-01,2022-07-05,7,4,Once a Week,4,5,I don't use it often
CRM-1450450,2022,1,2022-01-01,2022-03-01,10,4,Once a Day,5,4,I am able to report everything easily
CRM-1450450,2022,1,2022-01-01,2022-03-21,10,4,Once a Day,5,4,I am able to report everything easily
CRM-1450450,2022,2,2022-04-01,2022-05-05,10,5,Once a Day,5,4,I am able to report everything easily
CRM-1450450,2022,3,2022-07-01,2022-09-05,10,5,Once a Day,5,4,I am able to report everything easily
CRM-238550,2022,1,2022-01-01,2022-02-01,8,4,Once a Day,4,4,I am able to report everything easily
CRM-238550,2022,1,2022-01-01,2022-03-21,8,4,Once a Day,4,4,I am able to report everything easily
CRM-1499800,2022,3,2022-07-01,2022-09-13,8,4,Once a Day,4,4,I am able to report everything easily
CRM-735850,2022,1,2022-01-01,2022-02-01,8,5,Once a Week,4,3,I tried but could not find everything I need
CRM-735850,2022,2,2022-04-01,2022-05-20,10,5,Once a Week,5,4,I tried but could not find everything I need
CRM-735850,2022,3,2022-07-01,2022-09-23,10,5,Once a Month,4,4,I am able to report everything easily
CRM-1467200,2022,1,2022-01-01,2022-03-01,8,4,Once a Week,4,,I need someone from Insider team to provide me the report from the panel
CRM-1467200,2022,1,2022-01-01,2022-03-21,8,4,Once a Week,4,,I need someone from Insider team to provide me the report from the panel
CRM-763850,2022,2,2022-04-01,2022-06-20,7,4,Once a Week,3,3,I am able to report everything easily
CRM-763850,2022,3,2022-07-01,2022-09-20,9,5,Once a Week,5,5,I don't use it often
CRM-763850,2022,3,2022-07-01,2022-07-05,7,4,Once a Week,3,3,I am able to report everything easily
CRM-763850,2022,3,2022-07-01,2022-08-07,7,4,Once a Week,4,3,I am able to report everything easily
CRM-763850,2022,3,2022-07-01,2022-09-05,5,2,Once a Week,3,3,I am able to report everything easily
CRM-1437100,2022,2,2022-04-01,2022-06-17,3,3,Once a Day,3,3,"I can pull all the numbers, but don't understand them"
CRM-1437100,2022,3,2022-07-01,2022-09-27,5,3,Once a Week,3,3,"I can pull all the numbers, but don't understand them"
CRM-1437100,2022,1,2022-01-01,2022-02-01,9,5,Once a Week,4,3,I don't use it often
CRM-1437100,2022,1,2022-01-01,2022-03-21,9,5,Once a Week,4,3,I don't use it often
CRM-1454200,2022,2,2022-04-01,2022-06-30,10,5,Once a Week,4,4,I don't use it often
CRM-1454200,2022,2,2022-04-01,2022-06-30,9,5,Once a Month,5,5,I need someone from Insider team to provide me the report from the panel
CRM-1235500,2022,2,2022-04-01,2022-06-30,10,5,Once a Week,5,5,I need someone from Insider team to provide me the report from the panel
CRM-1235500,2022,1,2022-01-01,2022-03-30,10,3,Once a Day,3,5,I tried but could not find everything I need
CRM-1472500,2022,3,2022-07-01,2022-09-09,8,4,Once a Day,4,5,I am able to report everything easily
CRM-1510150,2022,3,2022-07-01,2022-09-15,8,4,Once a Day,4,5,I am able to report everything easily
CRM-1455100,2022,1,2022-01-01,2022-03-01,10,5,Once a Day,5,4,I tried but could not find everything I need
CRM-1455100,2022,2,2022-04-01,2022-06-29,10,5,Once a Day,5,5,I need someone from Insider team to provide me the report from the panel
CRM-1455100,2022,3,2022-07-01,2022-09-26,10,5,Once a Day,5,5,I need someone from Insider team to provide me the report from the panel
CRM-1455100,2022,1,2022-01-01,2022-03-01,9,4,Once a Day,4,4,I need someone from Insider team to provide me the report from the panel
CRM-1455100,2022,3,2022-07-01,2022-09-02,8,5,Once a Week,5,5,I need someone from Insider team to provide me the report from the panel
CRM-1455100,2022,2,2022-04-01,2022-04-19,10,5,Once a Week,5,4,I need someone from Insider team to provide me the report from the panel
CRM-1455100,2022,3,2022-07-01,2022-09-02,9,5,Once a Week,4,4,I need someone from Insider team to provide me the report from the panel
CRM-1493800,2022,2,2022-04-01,2022-06-08,7,4,Once a Week,4,4,I tried but could not find everything I need
CRM-1446500,2022,3,2022-07-01,2022-09-16,7,4,Once a Week,4,3,I tried but could not find everything I need
CRM-1446500,2022,1,2022-01-01,2022-03-01,9,4,Once a Day,4,4,I need someone from Insider team to provide me the report from the panel
CRM-1446500,2022,2,2022-04-01,2022-05-05,9,4,Once a Day,4,4,I need someone from Insider team to provide me the report from the panel
CRM-1446500,2022,2,2022-04-01,2022-05-20,10,5,Once a Month,5,5,I am able to report everything easily
CRM-1446500,2022,3,2022-07-01,2022-07-05,10,5,Once a Day,1,3,I am able to report everything easily
CRM-1513900,2022,3,2022-07-01,2022-09-26,9,4,Once a Day,4,4,I need someone from Insider team to provide me the report from the panel
CRM-1526350,2022,3,2022-07-01,2022-09-27,6,4,Once a Week,3,3,I don't use it often
CRM-511950,2022,2,2022-04-01,2022-06-30,9,5,Once a Day,4,4,I tried but could not find everything I need
CRM-511950,2022,3,2022-07-01,2022-09-29,8,4,Once a Day,4,4,I am able to report everything easily
CRM-158600,2022,3,2022-07-01,2022-08-11,8,4,Once a Week,4,4,I need someone from Insider team to provide me the report from the panel
CRM-158600,2022,3,2022-07-01,2022-09-05,8,4,Once a Week,4,4,I need someone from Insider team to provide me the report from the panel
CRM-158600,2022,1,2022-01-01,2022-03-21,8,5,Once a Day,4,3,I tried but could not find everything I need
CRM-1459400,2022,1,2022-01-01,2022-03-01,10,5,Once a Day,5,4,"I can pull all the numbers, but don't understand them"
CRM-1459400,2022,2,2022-04-01,2022-06-13,10,5,Once a Day,4,4,"I can pull all the numbers, but don't understand them"
CRM-1459400,2022,3,2022-07-01,2022-09-26,8,4,Once a Day,4,4,"I can pull all the numbers, but don't understand them"
CRM-1459400,2022,3,2022-07-01,2022-09-26,10,5,Once a Day,5,4,I am able to report everything easily
CRM-1459400,2022,1,2022-01-01,2022-03-01,10,5,Once a Week,5,5,"I can pull all the numbers, but don't understand them"
CRM-1459400,2022,2,2022-04-01,2022-05-16,10,5,Once a Week,5,4,I need someone from Insider team to provide me the report from the panel
CRM-1459400,2022,3,2022-07-01,2022-09-20,10,4,Once a Week,4,4,"I can pull all the numbers, but don't understand them"
CRM-1477650,2022,2,2022-04-01,2022-06-29,10,5,Once a Day,5,5,I need someone from Insider team to provide me the report from the panel
CRM-1477650,2022,1,2022-01-01,2022-03-30,10,5,Once a Day,5,5,I need someone from Insider team to provide me the report from the panel
CRM-1477650,2022,2,2022-04-01,2022-04-15,10,5,Once a Day,4,3,I am able to report everything easily
CRM-1477650,2022,3,2022-07-01,2022-07-05,1,2,Once a Week,3,1,I don't use it often
CRM-1477650,2022,3,2022-07-01,2022-09-05,7,4,Once a Day,3,3,"I can pull all the numbers, but don't understand them"
CRM-879750,2022,2,2022-04-01,2022-06-28,10,5,Once a Week,5,5,I tried but could not find everything I need
CRM-879750,2022,2,2022-04-01,2022-06-28,10,5,Once a Day,5,5,I am able to report everything easily
CRM-879750,2022,3,2022-07-01,2022-08-31,9,5,Once a Day,5,5,I am able to report everything easily
CRM-960300,2022,2,2022-04-01,2022-04-16,10,5,Once a Week,5,5,I need someone from Insider team to provide me the report from the panel
CRM-960300,2022,3,2022-07-01,2022-07-05,10,5,Once a Week,5,5,I am able to report everything easily
CRM-960300,2022,3,2022-07-01,2022-08-08,10,5,Once a Week,5,3,I need someone from Insider team to provide me the report from the panel
CRM-960300,2022,3,2022-07-01,2022-09-05,10,5,Once a Week,5,5,I need someone from Insider team to provide me the report from the panel
CRM-960300,2022,3,2022-07-01,2022-09-23,8,4,Once a Month,3,4,I am able to report everything easily
CRM-340450,2022,2,2022-04-01,2022-04-25,9,4,Once a Month,4,4,I tried but could not find everything I need
CRM-340450,2022,3,2022-07-01,2022-08-08,10,5,Once a Week,5,4,I am able to report everything easily
CRM-340450,2022,3,2022-07-01,2022-08-05,7,4,Once a Day,5,2,I need someone from Insider team to provide me the report from the panel
CRM-340450,2022,2,2022-04-01,2022-04-16,7,4,Once a Week,4,3,I tried but could not find everything I need
CRM-340450,2022,2,2022-04-01,2022-04-18,9,5,Once a Day,5,5,I need someone from Insider team to provide me the report from the panel
CRM-1449100,2022,3,2022-07-01,2022-09-19,10,5,Once a Month,5,5,I need someone from Insider team to provide me the report from the panel
CRM-1449100,2022,3,2022-07-01,2022-07-05,7,4,Once a Week,3,4,I need someone from Insider team to provide me the report from the panel
CRM-589150,2022,1,2022-01-01,2022-02-01,7,4,Once a Week,3,2,I tried but could not find everything I need
CRM-280750,2022,2,2022-04-01,2022-06-21,3,3,Once a Week,4,4,I am able to report everything easily
CRM-280750,2022,3,2022-07-01,2022-09-27,2,1,Once a Day,4,2,I am able to report everything easily
CRM-280750,2022,1,2022-01-01,2022-03-31,8,5,Once a Day,4,4,I need someone from Insider team to provide me the report from the panel
CRM-280750,2022,3,2022-07-01,2022-09-30,5,3,Once a Week,3,2,"I can pull all the numbers, but don't understand them"
CRM-1502950,2022,2,2022-04-01,2022-05-02,1,4,Once a Week,4,1,I tried but could not find everything I need
CRM-1502950,2022,2,2022-04-01,2022-06-24,7,4,Once a Day,4,5,I am able to report everything easily
CRM-162100,2022,3,2022-07-01,2022-09-23,6,4,Once a Week,4,3,I tried but could not find everything I need
CRM-162100,2022,2,2022-04-01,2022-05-31,7,4,Once a Month,3,2,"I can pull all the numbers, but don't understand them"
CRM-162100,2022,3,2022-07-01,2022-09-22,8,5,Once a Day,3,3,"I can pull all the numbers, but don't understand them"
CRM-1429300,2022,1,2022-01-01,2022-02-01,9,5,Once a Week,5,4,"I can pull all the numbers, but don't understand them"
CRM-1429300,2022,2,2022-04-01,2022-04-19,8,4,Once a Week,4,4,I am able to report everything easily
CRM-1429300,2022,3,2022-07-01,2022-07-18,8,5,Once a Week,4,4,I am able to report everything easily
CRM-1429300,2022,3,2022-07-01,2022-09-06,9,5,Once a Week,5,5,I am able to report everything easily
CRM-1429300,2022,3,2022-07-01,2022-09-11,8,5,Once a Month,4,5,I need someone from Insider team to provide me the report from the panel
CRM-1473900,2022,1,2022-01-01,2022-03-01,9,5,Once a Week,5,5,I don't use it often
CRM-1473900,2022,1,2022-01-01,2022-03-21,9,5,Once a Week,5,5,I don't use it often
CRM-1473900,2022,2,2022-04-01,2022-06-01,8,5,Once a Month,5,5,I don't use it often
CRM-1473900,2022,2,2022-04-01,2022-05-26,9,5,Once a Day,4,4,I am able to report everything easily
CRM-1490900,2022,1,2022-01-01,2022-03-31,7,3,,2,3,I don't use it often
CRM-1486300,2022,1,2022-01-01,2022-02-01,10,5,Once a Week,4,3,I tried but could not find everything I need
CRM-1486300,2022,2,2022-04-01,2022-05-23,7,3,Once a Week,3,4,I am able to report everything easily
CRM-1486300,2022,3,2022-07-01,2022-09-20,10,1,Once a Month,3,3,I am able to report everything easily
CRM-1179250,2022,1,2022-01-01,2022-02-01,10,5,Once a Week,5,4,I don't use it often
CRM-1461500,2022,2,2022-04-01,2022-06-08,8,5,Once a Day,4,5,I don't use it often
CRM-1461500,2022,2,2022-04-01,2022-05-23,8,3,Once a Day,4,4,I tried but could not find everything I need
CRM-1461500,2022,3,2022-07-01,2022-07-30,8,3,Once a Day,4,3,I tried but could not find everything I need
CRM-362300,2022,1,2022-01-01,2022-02-01,9,4,Once a Day,4,4,I tried but could not find everything I need
CRM-362300,2022,2,2022-04-01,2022-05-20,10,5,Once a Day,4,4,I tried but could not find everything I need
CRM-362300,2022,2,2022-04-01,2022-06-07,10,5,Once a Week,5,5,I tried but could not find everything I need
CRM-1495450,2022,1,2022-01-01,2022-02-01,7,3,Once a Day,3,3,"I can pull all the numbers, but don't understand them"
CRM-1495450,2022,2,2022-04-01,2022-06-14,7,3,Once a Day,4,4,I am able to report everything easily
CRM-1495450,2022,1,2022-01-01,2022-03-01,7,3,Once a Day,4,3,I am able to report everything easily
CRM-692150,2022,3,2022-07-01,2022-08-29,10,5,Once a Week,5,5,I am able to report everything easily
CRM-692150,2022,1,2022-01-01,2022-03-21,9,5,Once a Day,5,4,"I can pull all the numbers, but don't understand them"
CRM-692150,2022,2,2022-04-01,2022-06-30,10,5,Once a Week,5,5,I am able to report everything easily
CRM-692150,2022,3,2022-07-01,2022-09-10,7,4,Once a Week,5,3,I tried but could not find everything I need
CRM-1189650,2022,3,2022-07-01,2022-09-30,7,4,Once a Week,4,3,I am able to report everything easily
CRM-1129750,2022,2,2022-04-01,2022-04-25,5,3,Once a Week,3,4,I don't use it often
CRM-208300,2022,1,2022-01-01,2022-03-30,7,4,Once a Week,4,4,I am able to report everything easily
CRM-208300,2022,3,2022-07-01,2022-09-30,6,3,Once a Month,4,3,I am able to report everything easily
CRM-271600,2022,1,2022-01-01,2022-03-01,10,5,Once a Day,5,5,I am able to report everything easily
CRM-271600,2022,1,2022-01-01,2022-02-01,10,5,Once a Day,5,5,I am able to report everything easily
CRM-1430500,2022,1,2022-01-01,2022-03-21,9,5,Once a Day,4,3,I need someone from Insider team to provide me the report from the panel
CRM-1430500,2022,1,2022-01-01,2022-03-31,10,5,Once a Day,5,3,I am able to report everything easily
CRM-1438550,2022,2,2022-04-01,2022-04-25,8,4,Once a Day,4,4,I am able to report everything easily
CRM-1438550,2022,3,2022-07-01,2022-07-22,8,4,Once a Day,4,4,I am able to report everything easily
CRM-1444750,2022,1,2022-01-01,2022-03-21,8,4,Once a Week,5,5,I am able to report everything easily
CRM-1444750,2022,3,2022-07-01,2022-07-05,8,5,Once a Week,5,5,I tried but could not find everything I need
CRM-1444750,2022,3,2022-07-01,2022-08-08,8,5,Once a Week,5,5,I am able to report everything easily
